text,label
"Hi, just checking in to see how the onboarding project is progressing. Happy to help if you're stuck on anything.",0
"Hi everyone, the office will be closed on Thursday for the holiday. Please plan your workload accordingly.",0
Your Apple password will expire today. Click http://secure-verify-account.com/login immediately to reset it using your current login credentials.,1
IRS Tax Refund Notification: You are eligible for a refund of $250.0. Submit your details at http://secure-verify-account.com/login to receive your refund.,1
Congratulations! You have won a PlayStation 5 from PayPal. Claim your prize now by clicking http://account-update-now.net and entering your bank details.,1
"Dear customer, your Apple account has been suspended. Verify your identity immediately at http://secure-verify-account.com/login or lose access permanently.",1
Final Notice: Your Chase Bank subscription will be cancelled today unless you re-enter your payment details at http://verify-now-security.com.,1
Action Required: HR document 72810 requires your signature. Login at http://192.168.1.55/login.php with your company credentials to review.,1
"Dear user, your invoice #52518 for $75.5 is overdue. Click http://secure-verify-account.com/login to make payment immediately and avoid legal action.",1
Your recent Apple purchase receipt is attached for your records. Thank you for shopping with us.,0
Congratulations! You have won a iPhone 15 Pro from Bank of America. Claim your prize now by clicking http://192.168.1.55/login.php and entering your bank details.,1
IRS Tax Refund Notification: You are eligible for a refund of $250.0. Submit your details at http://account-update-now.net to receive your refund.,1
"Hi, quick question about the marketing slides you shared. Can we hop on a call Wednesday?",0
Your recent Facebook purchase receipt is attached for your records. Thank you for shopping with us.,0
Security Alert: We noticed a login attempt from a new device on your LinkedIn account. Confirm it was you at http://secure-verify-account.com/login within 24 hours.,1
Your mailbox has exceeded its storage limit. Click http://account-update-now.net and login with your credentials to increase your quota immediately.,1
"Hi everyone, the office will be closed on Friday for the holiday. Please plan your workload accordingly.",0
Thanks for reaching out. I'll follow up with the marketing team and get back to you by Monday.,0
"Hi, just checking in to see how the product launch project is progressing. Happy to help if you're stuck on anything.",0
Your Microsoft 365 order #72636 has shipped and is expected to arrive by Tuesday. You can track it from your account dashboard.,0
We detected suspicious activity on your Facebook account. Verify your password at http://192.168.1.55/login.php now or your account will be permanently deleted.,1
"Here is the agenda for onboarding on Wednesday: budget review, hiring update, and open discussion.",0
Security Alert: We noticed a login attempt from a new device on your LinkedIn account. Confirm it was you at http://192.168.1.55/login.php within 24 hours.,1
Security Alert: We noticed a login attempt from a new device on your Facebook account. Confirm it was you at http://192.168.1.55/login.php within 24 hours.,1
Your Facebook payment of $49.99 could not be processed. Update your billing information immediately at http://192.168.1.55/login.php to avoid service interruption.,1
"Hi, attaching the notes from today's onboarding discussion. Let me know if I missed anything important.",0
Action Required: HR document 7705 requires your signature. Login at http://account-update-now.net with your company credentials to review.,1
"Here is the agenda for onboarding on Monday: budget review, hiring update, and open discussion.",0
Your Bank of America payment of $49.99 could not be processed. Update your billing information immediately at http://bit.ly/3xJ9kLm to avoid service interruption.,1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Friday.",0
We detected suspicious activity on your Dropbox account. Verify your password at http://secure-verify-account.com/login now or your account will be permanently deleted.,1
Your mailbox has exceeded its storage limit. Click http://verify-now-security.com and login with your credentials to increase your quota immediately.,1
"Hi, just checking in to see how the onboarding project is progressing. Happy to help if you're stuck on anything.",0
"Here is the agenda for quarterly review on Thursday: budget review, hiring update, and open discussion.",0
Your monthly statement from Apple is now available in your account. Let us know if you have any questions.,0
"The weather looks great this weekend, want to join us for engineering standup on Friday?",0
"Dear user, your invoice #8816 for $49.99 is overdue. Click http://account-update-now.net to make payment immediately and avoid legal action.",1
"The weather looks great this weekend, want to join us for product launch on next week?",0
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $1500.0 at http://verify-now-security.com within 48 hours.,1
"Here is the agenda for marketing on Monday: budget review, hiring update, and open discussion.",0
"Hi everyone, the office will be closed on Monday for the holiday. Please plan your workload accordingly.",0
Your mailbox has exceeded its storage limit. Click http://bit.ly/3xJ9kLm and login with your credentials to increase your quota immediately.,1
You have a pending wire transfer of $250.0. Click http://secure-verify-account.com/login and confirm your account number and routing number to release funds.,1
Your Dropbox account has been limited. Please confirm your card details at http://192.168.1.55/login.php to restore full access.,1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Wednesday.",0
Security Alert: We noticed a login attempt from a new device on your Chase Bank account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
"Hi, following up on our conversation about quarterly review. I've attached the updated timeline for review.",0
Your Dropbox order #71597 has shipped and is expected to arrive by Wednesday. You can track it from your account dashboard.,0
Final Notice: Your Dropbox subscription will be cancelled today unless you re-enter your payment details at http://192.168.1.55/login.php.,1
IRS Tax Refund Notification: You are eligible for a refund of $250.0. Submit your details at http://account-update-now.net to receive your refund.,1
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $999.99 at http://account-update-now.net within 48 hours.,1
"Dear user, your invoice #16495 for $1500.0 is overdue. Click http://bit.ly/3xJ9kLm to make payment immediately and avoid legal action.",1
Your Amazon password will expire today. Click http://secure-verify-account.com/login immediately to reset it using your current login credentials.,1
"Dear user, your invoice #41425 for $1500.0 is overdue. Click http://verify-now-security.com to make payment immediately and avoid legal action.",1
"Hi everyone, the office will be closed on Wednesday for the holiday. Please plan your workload accordingly.",0
Your PayPal order #99328 has shipped and is expected to arrive by Wednesday. You can track it from your account dashboard.,0
Your Microsoft 365 password will expire today. Click http://bit.ly/3xJ9kLm immediately to reset it using your current login credentials.,1
"Dear user, your invoice #96236 for $1500.0 is overdue. Click http://verify-now-security.com to make payment immediately and avoid legal action.",1
You have a pending wire transfer of $49.99. Click http://secure-verify-account.com/login and confirm your account number and routing number to release funds.,1
Reminder: your LinkedIn subscription renews on Friday. No action is needed if you'd like to continue your current plan.,0
"Here is the agenda for quarterly review on next week: budget review, hiring update, and open discussion.",0
Security Alert: We noticed a login attempt from a new device on your Netflix account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
Action Required: HR document 8754 requires your signature. Login at http://account-update-now.net with your company credentials to review.,1
"Hi, following up on our conversation about product launch. I've attached the updated timeline for review.",0
Your Microsoft 365 order #59428 has shipped and is expected to arrive by Wednesday. You can track it from your account dashboard.,0
URGENT: Unusual sign-in activity detected on your Amazon account. Click http://verify-now-security.com now to secure your account before it is locked.,1
Action Required: HR document 60186 requires your signature. Login at http://192.168.1.55/login.php with your company credentials to review.,1
URGENT: Unusual sign-in activity detected on your Bank of America account. Click http://secure-verify-account.com/login now to secure your account before it is locked.,1
"Here is the agenda for engineering standup on Thursday: budget review, hiring update, and open discussion.",0
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Friday.",0
You have a pending wire transfer of $49.99. Click http://secure-verify-account.com/login and confirm your account number and routing number to release funds.,1
Your recent Bank of America purchase receipt is attached for your records. Thank you for shopping with us.,0
Security Alert: We noticed a login attempt from a new device on your Chase Bank account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
"Dear customer, your LinkedIn account has been suspended. Verify your identity immediately at http://secure-verify-account.com/login or lose access permanently.",1
Your Facebook payment of $999.99 could not be processed. Update your billing information immediately at http://account-update-now.net to avoid service interruption.,1
"Hi, just checking in to see how the marketing project is progressing. Happy to help if you're stuck on anything.",0
Congratulations! You have won a PlayStation 5 from Microsoft 365. Claim your prize now by clicking http://192.168.1.55/login.php and entering your bank details.,1
URGENT: Unusual sign-in activity detected on your PayPal account. Click http://secure-verify-account.com/login now to secure your account before it is locked.,1
"Hi, following up on our conversation about engineering standup. I've attached the updated timeline for review.",0
Your monthly statement from LinkedIn is now available in your account. Let us know if you have any questions.,0
Your Apple order #21203 has shipped and is expected to arrive by Thursday. You can track it from your account dashboard.,0
"Here is the agenda for marketing on Tuesday: budget review, hiring update, and open discussion.",0
Thanks for reaching out. I'll follow up with the engineering standup team and get back to you by Tuesday.,0
Congratulations! You have won a free vacation from LinkedIn. Claim your prize now by clicking http://192.168.1.55/login.php and entering your bank details.,1
Security Alert: We noticed a login attempt from a new device on your Facebook account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
We detected suspicious activity on your LinkedIn account. Verify your password at http://bit.ly/3xJ9kLm now or your account will be permanently deleted.,1
Your recent PayPal purchase receipt is attached for your records. Thank you for shopping with us.,0
You have a pending wire transfer of $129.0. Click http://verify-now-security.com and confirm your account number and routing number to release funds.,1
"Hi everyone, the office will be closed on Wednesday for the holiday. Please plan your workload accordingly.",0
Your Amazon payment of $1500.0 could not be processed. Update your billing information immediately at http://verify-now-security.com to avoid service interruption.,1
Congrats on the promotion! Let's grab coffee on Thursday to celebrate.,0
Your mailbox has exceeded its storage limit. Click http://bit.ly/3xJ9kLm and login with your credentials to increase your quota immediately.,1
Congratulations! You have won a $500 cash reward from Amazon. Claim your prize now by clicking http://192.168.1.55/login.php and entering your bank details.,1
Your PayPal payment of $250.0 could not be processed. Update your billing information immediately at http://verify-now-security.com to avoid service interruption.,1
IRS Tax Refund Notification: You are eligible for a refund of $250.0. Submit your details at http://bit.ly/3xJ9kLm to receive your refund.,1
Final Notice: Your Apple subscription will be cancelled today unless you re-enter your payment details at http://bit.ly/3xJ9kLm.,1
"Dear customer, your Chase Bank account has been suspended. Verify your identity immediately at http://account-update-now.net or lose access permanently.",1
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $250.0 at http://account-update-now.net within 48 hours.,1
Your Apple payment of $1500.0 could not be processed. Update your billing information immediately at http://verify-now-security.com to avoid service interruption.,1
Reminder: your Microsoft 365 subscription renews on Tuesday. No action is needed if you'd like to continue your current plan.,0
Final Notice: Your Dropbox subscription will be cancelled today unless you re-enter your payment details at http://bit.ly/3xJ9kLm.,1
"Hi, quick question about the engineering standup slides you shared. Can we hop on a call Thursday?",0
"Hi team, just a reminder that our product launch meeting is scheduled for Tuesday at 10:00 AM. Let me know if you have any conflicts.",0
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on next week.",0
"Hi, attaching the notes from today's engineering standup discussion. Let me know if I missed anything important.",0
"The weather looks great this weekend, want to join us for engineering standup on Tuesday?",0
Your Chase Bank password will expire today. Click http://verify-now-security.com immediately to reset it using your current login credentials.,1
Final Notice: Your PayPal subscription will be cancelled today unless you re-enter your payment details at http://verify-now-security.com.,1
URGENT: Unusual sign-in activity detected on your Microsoft 365 account. Click http://account-update-now.net now to secure your account before it is locked.,1
"Hi, attaching the notes from today's budget discussion. Let me know if I missed anything important.",0
"Hi, attaching the notes from today's onboarding discussion. Let me know if I missed anything important.",0
Security Alert: We noticed a login attempt from a new device on your LinkedIn account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
"Hi, attaching the notes from today's onboarding discussion. Let me know if I missed anything important.",0
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $1500.0 at http://secure-verify-account.com/login within 48 hours.,1
Your mailbox has exceeded its storage limit. Click http://192.168.1.55/login.php and login with your credentials to increase your quota immediately.,1
Your Amazon password will expire today. Click http://secure-verify-account.com/login immediately to reset it using your current login credentials.,1
Your LinkedIn account has been limited. Please confirm your card details at http://verify-now-security.com to restore full access.,1
"Hi, quick question about the marketing slides you shared. Can we hop on a call Friday?",0
"Dear user, your invoice #19320 for $49.99 is overdue. Click http://account-update-now.net to make payment immediately and avoid legal action.",1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Friday.",0
"The weather looks great this weekend, want to join us for engineering standup on Friday?",0
Final Notice: Your Amazon subscription will be cancelled today unless you re-enter your payment details at http://192.168.1.55/login.php.,1
Thanks for reaching out. I'll follow up with the onboarding team and get back to you by Monday.,0
"The weather looks great this weekend, want to join us for budget on next week?",0
"Here is the agenda for onboarding on next week: budget review, hiring update, and open discussion.",0
"Hi team, just a reminder that our quarterly review meeting is scheduled for Thursday at 2:30 PM. Let me know if you have any conflicts.",0
Reminder: your Netflix subscription renews on Thursday. No action is needed if you'd like to continue your current plan.,0
Your recent PayPal purchase receipt is attached for your records. Thank you for shopping with us.,0
Your recent Facebook purchase receipt is attached for your records. Thank you for shopping with us.,0
Your Bank of America password will expire today. Click http://account-update-now.net immediately to reset it using your current login credentials.,1
Your monthly statement from Amazon is now available in your account. Let us know if you have any questions.,0
Your Chase Bank account has been limited. Please confirm your card details at http://account-update-now.net to restore full access.,1
Your mailbox has exceeded its storage limit. Click http://192.168.1.55/login.php and login with your credentials to increase your quota immediately.,1
"Hi, attaching the notes from today's onboarding discussion. Let me know if I missed anything important.",0
"Hi everyone, the office will be closed on Wednesday for the holiday. Please plan your workload accordingly.",0
Thanks for reaching out. I'll follow up with the marketing team and get back to you by Thursday.,0
We detected suspicious activity on your Chase Bank account. Verify your password at http://verify-now-security.com now or your account will be permanently deleted.,1
"Dear user, your invoice #30256 for $129.0 is overdue. Click http://secure-verify-account.com/login to make payment immediately and avoid legal action.",1
"The weather looks great this weekend, want to join us for budget on Wednesday?",0
IRS Tax Refund Notification: You are eligible for a refund of $75.5. Submit your details at http://bit.ly/3xJ9kLm to receive your refund.,1
Your Amazon payment of $129.0 could not be processed. Update your billing information immediately at http://bit.ly/3xJ9kLm to avoid service interruption.,1
Congratulations! You have won a PlayStation 5 from Microsoft 365. Claim your prize now by clicking http://bit.ly/3xJ9kLm and entering your bank details.,1
Your recent Facebook purchase receipt is attached for your records. Thank you for shopping with us.,0
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $129.0 at http://verify-now-security.com within 48 hours.,1
Your LinkedIn order #26265 has shipped and is expected to arrive by Monday. You can track it from your account dashboard.,0
Your mailbox has exceeded its storage limit. Click http://verify-now-security.com and login with your credentials to increase your quota immediately.,1
"Hi team, just a reminder that our quarterly review meeting is scheduled for Tuesday at 2:30 PM. Let me know if you have any conflicts.",0
Your mailbox has exceeded its storage limit. Click http://192.168.1.55/login.php and login with your credentials to increase your quota immediately.,1
Congratulations! You have won a $500 cash reward from LinkedIn. Claim your prize now by clicking http://192.168.1.55/login.php and entering your bank details.,1
"Hi, following up on our conversation about quarterly review. I've attached the updated timeline for review.",0
Reminder: your Amazon subscription renews on Thursday. No action is needed if you'd like to continue your current plan.,0
"Dear customer, your Apple account has been suspended. Verify your identity immediately at http://192.168.1.55/login.php or lose access permanently.",1
We detected suspicious activity on your Dropbox account. Verify your password at http://192.168.1.55/login.php now or your account will be permanently deleted.,1
"Hi team, just a reminder that our product launch meeting is scheduled for Wednesday at 9:00 AM. Let me know if you have any conflicts.",0
Congratulations! You have won a free vacation from Facebook. Claim your prize now by clicking http://192.168.1.55/login.php and entering your bank details.,1
"Hi team, just a reminder that our engineering standup meeting is scheduled for Friday at 10:00 AM. Let me know if you have any conflicts.",0
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Friday.",0
"Hi, attaching the notes from today's onboarding discussion. Let me know if I missed anything important.",0
Security Alert: We noticed a login attempt from a new device on your PayPal account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
Congrats on the promotion! Let's grab coffee on next week to celebrate.,0
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $75.5 at http://secure-verify-account.com/login within 48 hours.,1
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $250.0 at http://account-update-now.net within 48 hours.,1
"Hi, attaching the notes from today's onboarding discussion. Let me know if I missed anything important.",0
IRS Tax Refund Notification: You are eligible for a refund of $129.0. Submit your details at http://secure-verify-account.com/login to receive your refund.,1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Tuesday.",0
Reminder: your PayPal subscription renews on Thursday. No action is needed if you'd like to continue your current plan.,0
Final Notice: Your Netflix subscription will be cancelled today unless you re-enter your payment details at http://account-update-now.net.,1
"Hi, quick question about the onboarding slides you shared. Can we hop on a call Tuesday?",0
"Here is the agenda for marketing on Tuesday: budget review, hiring update, and open discussion.",0
IRS Tax Refund Notification: You are eligible for a refund of $75.5. Submit your details at http://secure-verify-account.com/login to receive your refund.,1
We detected suspicious activity on your Facebook account. Verify your password at http://bit.ly/3xJ9kLm now or your account will be permanently deleted.,1
"Hi everyone, the office will be closed on Wednesday for the holiday. Please plan your workload accordingly.",0
"Hi team, just a reminder that our marketing meeting is scheduled for Friday at 2:30 PM. Let me know if you have any conflicts.",0
Your LinkedIn password will expire today. Click http://bit.ly/3xJ9kLm immediately to reset it using your current login credentials.,1
Congrats on the promotion! Let's grab coffee on Thursday to celebrate.,0
"Dear user, your invoice #85675 for $49.99 is overdue. Click http://bit.ly/3xJ9kLm to make payment immediately and avoid legal action.",1
Your monthly statement from PayPal is now available in your account. Let us know if you have any questions.,0
"Dear customer, your Amazon account has been suspended. Verify your identity immediately at http://account-update-now.net or lose access permanently.",1
"Hi, following up on our conversation about quarterly review. I've attached the updated timeline for review.",0
IRS Tax Refund Notification: You are eligible for a refund of $1500.0. Submit your details at http://account-update-now.net to receive your refund.,1
IRS Tax Refund Notification: You are eligible for a refund of $250.0. Submit your details at http://192.168.1.55/login.php to receive your refund.,1
Action Required: HR document 72118 requires your signature. Login at http://192.168.1.55/login.php with your company credentials to review.,1
Your Apple account has been limited. Please confirm your card details at http://verify-now-security.com to restore full access.,1
Security Alert: We noticed a login attempt from a new device on your Chase Bank account. Confirm it was you at http://192.168.1.55/login.php within 24 hours.,1
Your mailbox has exceeded its storage limit. Click http://secure-verify-account.com/login and login with your credentials to increase your quota immediately.,1
Final Notice: Your Dropbox subscription will be cancelled today unless you re-enter your payment details at http://bit.ly/3xJ9kLm.,1
"Hi, attaching the notes from today's product launch discussion. Let me know if I missed anything important.",0
"Hi team, just a reminder that our onboarding meeting is scheduled for next week at 10:00 AM. Let me know if you have any conflicts.",0
Congratulations! You have won a free vacation from Dropbox. Claim your prize now by clicking http://192.168.1.55/login.php and entering your bank details.,1
URGENT: Unusual sign-in activity detected on your Chase Bank account. Click http://bit.ly/3xJ9kLm now to secure your account before it is locked.,1
"Hi, attaching the notes from today's engineering standup discussion. Let me know if I missed anything important.",0
We detected suspicious activity on your LinkedIn account. Verify your password at http://bit.ly/3xJ9kLm now or your account will be permanently deleted.,1
Reminder: your Amazon subscription renews on Monday. No action is needed if you'd like to continue your current plan.,0
Your LinkedIn payment of $75.5 could not be processed. Update your billing information immediately at http://192.168.1.55/login.php to avoid service interruption.,1
Thanks for reaching out. I'll follow up with the marketing team and get back to you by next week.,0
"Hi, following up on our conversation about engineering standup. I've attached the updated timeline for review.",0
"Dear user, your invoice #50377 for $75.5 is overdue. Click http://192.168.1.55/login.php to make payment immediately and avoid legal action.",1
"Dear user, your invoice #45725 for $1500.0 is overdue. Click http://secure-verify-account.com/login to make payment immediately and avoid legal action.",1
Your Facebook payment of $49.99 could not be processed. Update your billing information immediately at http://verify-now-security.com to avoid service interruption.,1
"Hi, quick question about the product launch slides you shared. Can we hop on a call Monday?",0
"Hi, attaching the notes from today's engineering standup discussion. Let me know if I missed anything important.",0
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on next week.",0
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Tuesday.",0
Congratulations! You have won a iPhone 15 Pro from Facebook. Claim your prize now by clicking http://account-update-now.net and entering your bank details.,1
Thanks for reaching out. I'll follow up with the marketing team and get back to you by Monday.,0
"Dear user, your invoice #56576 for $1500.0 is overdue. Click http://account-update-now.net to make payment immediately and avoid legal action.",1
Reminder: your Chase Bank subscription renews on Monday. No action is needed if you'd like to continue your current plan.,0
"Hi, following up on our conversation about engineering standup. I've attached the updated timeline for review.",0
Security Alert: We noticed a login attempt from a new device on your PayPal account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
Your mailbox has exceeded its storage limit. Click http://bit.ly/3xJ9kLm and login with your credentials to increase your quota immediately.,1
"Dear user, your invoice #99341 for $1500.0 is overdue. Click http://verify-now-security.com to make payment immediately and avoid legal action.",1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Monday.",0
Your Bank of America order #37806 has shipped and is expected to arrive by Tuesday. You can track it from your account dashboard.,0
You have a pending wire transfer of $250.0. Click http://verify-now-security.com and confirm your account number and routing number to release funds.,1
Action Required: HR document 99848 requires your signature. Login at http://verify-now-security.com with your company credentials to review.,1
Your monthly statement from LinkedIn is now available in your account. Let us know if you have any questions.,0
"Hi, quick question about the budget slides you shared. Can we hop on a call Tuesday?",0
Congrats on the promotion! Let's grab coffee on Friday to celebrate.,0
"Hi, quick question about the product launch slides you shared. Can we hop on a call Tuesday?",0
"Hi, quick question about the product launch slides you shared. Can we hop on a call Monday?",0
"Hi, just checking in to see how the marketing project is progressing. Happy to help if you're stuck on anything.",0
URGENT: Unusual sign-in activity detected on your LinkedIn account. Click http://secure-verify-account.com/login now to secure your account before it is locked.,1
"Here is the agenda for onboarding on Wednesday: budget review, hiring update, and open discussion.",0
Reminder: your Amazon subscription renews on next week. No action is needed if you'd like to continue your current plan.,0
"Dear customer, your Apple account has been suspended. Verify your identity immediately at http://verify-now-security.com or lose access permanently.",1
Reminder: your LinkedIn subscription renews on Monday. No action is needed if you'd like to continue your current plan.,0
Action Required: HR document 95749 requires your signature. Login at http://account-update-now.net with your company credentials to review.,1
Your monthly statement from Amazon is now available in your account. Let us know if you have any questions.,0
Thanks for reaching out. I'll follow up with the marketing team and get back to you by Thursday.,0
Action Required: HR document 63888 requires your signature. Login at http://bit.ly/3xJ9kLm with your company credentials to review.,1
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $75.5 at http://secure-verify-account.com/login within 48 hours.,1
"Hi, just checking in to see how the engineering standup project is progressing. Happy to help if you're stuck on anything.",0
Final Notice: Your Amazon subscription will be cancelled today unless you re-enter your payment details at http://verify-now-security.com.,1
Action Required: HR document 58963 requires your signature. Login at http://verify-now-security.com with your company credentials to review.,1
"Hi, quick question about the quarterly review slides you shared. Can we hop on a call Wednesday?",0
"Hi, quick question about the engineering standup slides you shared. Can we hop on a call Wednesday?",0
"The weather looks great this weekend, want to join us for product launch on Thursday?",0
URGENT: Unusual sign-in activity detected on your Apple account. Click http://bit.ly/3xJ9kLm now to secure your account before it is locked.,1
"Hi, following up on our conversation about marketing. I've attached the updated timeline for review.",0
Your PayPal order #5234 has shipped and is expected to arrive by Thursday. You can track it from your account dashboard.,0
"Here is the agenda for product launch on Wednesday: budget review, hiring update, and open discussion.",0
"Hi everyone, the office will be closed on Tuesday for the holiday. Please plan your workload accordingly.",0
"The weather looks great this weekend, want to join us for engineering standup on Tuesday?",0
Your Amazon account has been limited. Please confirm your card details at http://secure-verify-account.com/login to restore full access.,1
You have a pending wire transfer of $49.99. Click http://192.168.1.55/login.php and confirm your account number and routing number to release funds.,1
Action Required: HR document 74133 requires your signature. Login at http://secure-verify-account.com/login with your company credentials to review.,1
Final Notice: Your LinkedIn subscription will be cancelled today unless you re-enter your payment details at http://192.168.1.55/login.php.,1
Your recent Microsoft 365 purchase receipt is attached for your records. Thank you for shopping with us.,0
Your mailbox has exceeded its storage limit. Click http://verify-now-security.com and login with your credentials to increase your quota immediately.,1
You have a pending wire transfer of $250.0. Click http://secure-verify-account.com/login and confirm your account number and routing number to release funds.,1
Final Notice: Your LinkedIn subscription will be cancelled today unless you re-enter your payment details at http://secure-verify-account.com/login.,1
"Hi everyone, the office will be closed on next week for the holiday. Please plan your workload accordingly.",0
We detected suspicious activity on your Facebook account. Verify your password at http://account-update-now.net now or your account will be permanently deleted.,1
We detected suspicious activity on your Microsoft 365 account. Verify your password at http://bit.ly/3xJ9kLm now or your account will be permanently deleted.,1
Your PayPal order #4840 has shipped and is expected to arrive by Monday. You can track it from your account dashboard.,0
You have a pending wire transfer of $75.5. Click http://verify-now-security.com and confirm your account number and routing number to release funds.,1
"Hi everyone, the office will be closed on Tuesday for the holiday. Please plan your workload accordingly.",0
"Hi, attaching the notes from today's budget discussion. Let me know if I missed anything important.",0
"Hi, attaching the notes from today's quarterly review discussion. Let me know if I missed anything important.",0
Action Required: HR document 76009 requires your signature. Login at http://secure-verify-account.com/login with your company credentials to review.,1
Congrats on the promotion! Let's grab coffee on Wednesday to celebrate.,0
"The weather looks great this weekend, want to join us for engineering standup on Tuesday?",0
"Dear customer, your Microsoft 365 account has been suspended. Verify your identity immediately at http://bit.ly/3xJ9kLm or lose access permanently.",1
Your monthly statement from Netflix is now available in your account. Let us know if you have any questions.,0
"Here is the agenda for budget on Wednesday: budget review, hiring update, and open discussion.",0
"Hi everyone, the office will be closed on Monday for the holiday. Please plan your workload accordingly.",0
"Hi team, just a reminder that our onboarding meeting is scheduled for Tuesday at 9:00 AM. Let me know if you have any conflicts.",0
"Dear user, your invoice #5165 for $250.0 is overdue. Click http://secure-verify-account.com/login to make payment immediately and avoid legal action.",1
Your Amazon order #68350 has shipped and is expected to arrive by Thursday. You can track it from your account dashboard.,0
"Dear user, your invoice #46293 for $250.0 is overdue. Click http://bit.ly/3xJ9kLm to make payment immediately and avoid legal action.",1
Reminder: your Amazon subscription renews on Friday. No action is needed if you'd like to continue your current plan.,0
"Dear customer, your LinkedIn account has been suspended. Verify your identity immediately at http://account-update-now.net or lose access permanently.",1
Your package could not be delivered. Please confirm your address and pay a redelivery fee of $999.99 at http://account-update-now.net within 48 hours.,1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Thursday.",0
Your recent Amazon purchase receipt is attached for your records. Thank you for shopping with us.,0
Your mailbox has exceeded its storage limit. Click http://bit.ly/3xJ9kLm and login with your credentials to increase your quota immediately.,1
"Hi, just checking in to see how the marketing project is progressing. Happy to help if you're stuck on anything.",0
You have a pending wire transfer of $49.99. Click http://secure-verify-account.com/login and confirm your account number and routing number to release funds.,1
Congratulations! You have won a free vacation from Netflix. Claim your prize now by clicking http://192.168.1.55/login.php and entering your bank details.,1
Security Alert: We noticed a login attempt from a new device on your Netflix account. Confirm it was you at http://bit.ly/3xJ9kLm within 24 hours.,1
"Hi team, just a reminder that our product launch meeting is scheduled for Monday at 4:00 PM. Let me know if you have any conflicts.",0
Reminder: your Facebook subscription renews on Wednesday. No action is needed if you'd like to continue your current plan.,0
Your monthly statement from Netflix is now available in your account. Let us know if you have any questions.,0
Your PayPal payment of $1500.0 could not be processed. Update your billing information immediately at http://account-update-now.net to avoid service interruption.,1
"Dear user, your invoice #39469 for $49.99 is overdue. Click http://account-update-now.net to make payment immediately and avoid legal action.",1
You have a pending wire transfer of $1500.0. Click http://account-update-now.net and confirm your account number and routing number to release funds.,1
Final Notice: Your Dropbox subscription will be cancelled today unless you re-enter your payment details at http://account-update-now.net.,1
"Hi everyone, the office will be closed on Friday for the holiday. Please plan your workload accordingly.",0
"Hi team, just a reminder that our marketing meeting is scheduled for next week at 10:00 AM. Let me know if you have any conflicts.",0
We detected suspicious activity on your Amazon account. Verify your password at http://secure-verify-account.com/login now or your account will be permanently deleted.,1
Final Notice: Your Dropbox subscription will be cancelled today unless you re-enter your payment details at http://secure-verify-account.com/login.,1
"The weather looks great this weekend, want to join us for quarterly review on Tuesday?",0
"Hi, just checking in to see how the marketing project is progressing. Happy to help if you're stuck on anything.",0
URGENT: Unusual sign-in activity detected on your LinkedIn account. Click http://bit.ly/3xJ9kLm now to secure your account before it is locked.,1
Your Bank of America payment of $75.5 could not be processed. Update your billing information immediately at http://192.168.1.55/login.php to avoid service interruption.,1
"Hey, thanks for sending over the report. I reviewed it and left a few comments in the shared doc. Let's discuss on Wednesday.",0
